Title,Link,Body,Date,Notes,Author,Positive Score,Negative Score,Neutral Score,
China's Tencent establishes team to develop ChatGPT-like product -sources,https://www.reuters.com/technology/chinas-tencent-sets-up-team-develop-chatgpt-like-product-sources-2023-02-27/,"Chinese internet giant Tencent Holdings (0700.HK) has set up a development team to work on a ChatGPT-like chatbot, two people familiar with the matter told Reuters. ChatGPT's uncanny ability to create cogent blocks of text instantly has sparked worldwide frenzied interest in the technology behind it called generative AI. Although Microsoft-backed OpenAI does not allow users in China to create accounts to access the chatbot, the open AI models behind the programme are relatively accessible and are increasingly being incorporated into Chinese consumer technology applications. A number of Tencent rivals including Alibaba Group (9988.HK) and Baidu Inc (9888.HK) have also announced they are working on their own offerings. Tencent's product, to be called ""HunyuanAide"", will incorporate the company's AI training model named ""Hunyuan"", said the people who were not authorised to speak to media and declined to be identified. Asked for comment, Tencent reiterated a Feb.9 statement that it is conducting research on ChatGPT-tool technology. The news comes after China's Ministry of Science and Technology said on Friday it saw the potential of ChatGPT-like tech and would be pushing for the integration of artificial intelligence into Chinese society and the economy. According to the South China Morning Post, Tencent's Hunyuan AI model in November achieved a record-high score on the Chinese Language Understanding Evaluation (CLUE) test - a set of tasks used to assess a computer's ability to understand and respond to Chinese text. That also marked the first time an AI model has scored better than humans on CLUE since the test was established three years ago. Local media outlet 36kr first reported the establishment of the ""HunyuanAide"" team.",2/27,,Josh Ye,0.4540158212,0.3635053635,0.1824787855,0.09051045775
China says it sees the potential of ChatGPT-like technology,https://www.reuters.com/world/china/china-says-it-sees-potential-chatgpt-like-technology-2023-02-24/,"China's Ministry of Science and Technology said on Friday said it saw the potential of ChatGPT-like tech and would be pushing for the integration of artificial intelligence into Chinese society and the economy. ""(This technology) has the potential to be applied in many industries and fields,"" Chen Jiachang, who heads the ministry's high-tech department, told a news briefing, praising its natural language processing capabilities. Minister Wang Zhigang also told the same briefing that from an ethics standpoint, technologies like ChatGPT should not be limited too much so they can be developed effectively, though he cautioned that all technological achievements have ""two sides"". Their comments come at a time when Chinese tech companies and investors are keeping an eye on how Beijing will regulate ChatGPT-like technology. Microsoft-backed OpenAI has kept its hit ChatGPT app off-limits to users in China but the app is attracting huge interest in the country, with firms rushing to integrate the technology into their products and launch rival solutions. read more Search engine giant Baidu (9888.HK) plans to launch in March a Chinese rival to ChatGPT called ErnieBot. CEO Robin Li said on Wednesday that ErnieBot has been trained on billions of daily search engine requests and represents the ""state of the art"" when it comes to Chinese-language AI chatbots.",2/23,,,0.379488945,0.4566399753,0.1638710797,-0.0771510303
Beijing mutes ChatGPT meme rally,https://www.reuters.com/breakingviews/beijing-mutes-chatgpt-meme-rally-2023-02-23/,"The rally in Chinese stocks associated with conversational bots, a side-effect of the popularity of OpenAI’s ChatGPT, has been knocked sideways. Beijing has ordered big Chinese technology companies including Tencent (0700.HK) and Ant not to offer ChatGPT services on their platforms, the Nikkei reported citing people with direct knowledge. Meanwhile, state media, which once waxed lyrical about a “golden era” of gabby AI models, have pivoted to warning of their risks. The official scrutiny has put the kibosh on an equity rally led by companies like Hanwang Technology (002362.SZ) and $47 billion search-engine operator Baidu (9888.HK), both of which are rolling out similar tools. The latter’s Hong Kong shares surged 45% between the start of the year and early February, before falling by a fifth since. OpenAI, which is backed by Microsoft (MSFT.O), won’t let Chinese residents create ChatGPT accounts. Yet many users have managed to get around this. Beijing is worried because the bot has not been trained to censor itself; indeed, even local copycats like ChatYuan have struggled to toe the Party line. Chatbots’ conversational foibles can amuse or horrify, but their commercial applications are serious, ranging from technical support and troubleshooting code. Baidu's boss on Wednesday said its Ernie Bot would power a “revolutionary” search engine. Still, despite warm noises from Beijing about supporting technology companies, its politics still stifles innovation.",2/23,,,0.09259337187,0.8181153536,0.0892912969,-0.7255219817
"Baidu's ChatGPT-like app will revolutionise its search engine, says CEO",https://www.reuters.com/technology/baidus-chatgpt-like-app-will-revolutionise-its-search-engine-says-ceo-2023-02-22/,"China's Baidu Inc (9888.HK) will use its ChatGPT-like app Ernie Bot to create a ""revolutionary"" version of its popular search engine, the company's CEO said on Wednesday. Baidu, which has invested heavily in artificial intelligence in recent years, is regarded as at the forefront of efforts to create a Chinese rival to the AI platform developed by OpenAI and backed by Microsoft Corp (MSFT.O). Ahead of Ernie Bot’s launch in March, Baidu CEO Robin Li told reporters on a conference call to discuss fourth-quarter results that users would be more dependent on the Baidu search engine once it was embedded with the chatbot. That is because the generative AI powering it would enhance user experience and engagement. ""Ernie Bot will ... enhance the user experience and users will be much more dependent on us for all kinds of tasks and needs, therefore, significantly expand the market size of search (engines),"" Li said. He added that online advertising, the company's main source of revenue, would also be boosted by the integration of Ernie Bot into the search engine. Baidu plans eventually to build an AI ecosystem around Ernie Bot, he said. The details of Li's vision for the chatbot come amid a gradual decline in the dominance Baidu once enjoyed as the Chinese answer to Alphabet Inc's (GOOGL.O) Google, which pulled its search engine out of the Chinese market in 2010. Tencent's (0700.HK) all-in-one messaging app, WeChat, and Bytedance's Douyin are among the competitors that have chipped away at Baidu's market share in recent years. The company has created new revenue streams by expanding its core business to include AI, cloud services and autonomous driving, as well as pouring money into research and development. Li said on Wednesday that the generative AI technology underpinning Ernie Bot would be a productivity boon to other businesses and entrepreneurs looking to build their own apps. Since early February, more than 400 companies have signed up to join the Ernie Bot community as early users of the app, Baidu has said. Dozens of Chinese tech companies, including e-commerce giants Alibaba Group (9988.HK) and JD.Com Inc (9618.HK), have announced plans to develop their own ChatGPT-style tools. Li said Baidu has an advantage as the ""first mover"" in China's market. He said the company has spent years developing large language models that were trained on the billions of daily search requests inputted by its search engine's users. He also said Ernie Bot was ""state of the art"" among large AI-driven language models in terms of understanding China's language and culture. While OpenAI and ChatGPT are not blocked by Chinese authorities, OpenAI does not allow users in mainland China, Hong Kong, Iran, Russia and parts of Africa to sign up.",2/22,,Eduardo Baptista,0.6282569766,0.2416661829,0.1300768107,0.3865907937
"Baidu beats fourth-quarter revenue estimates, flags chatbot launch",https://www.reuters.com/technology/chinas-baidu-beats-quarterly-revenue-estimates-announces-share-buyback-2023-02-22/,"China's Baidu Inc (9888.HK) beat revenue estimates for the fourth quarter on Wednesday, bolstered by strength in its advertising, cloud and artificial intelligence businesses, sending its U.S.-listed shares up 7% in premarket trading. The search engine giant, which generates most of its revenue from online ads, is seeing advertisers return after China lifted its zero-COVID policies last year in a boost to the country's economic prospects. The company also announced a new share repurchase program of up to $5 billion. Revenue for the quarter ended Dec. 31 came in at 33.08 billion yuan ($4.80 billion), inching past analysts' estimates of 32.01 billion yuan, according to Refinitiv data. Revenue from Baidu Core, which includes search-based ad sales, cloud offerings and its autonomous driving initiatives, fell 1% to 25.7 billion yuan. While non-online marketing revenue rose 11% to 7.6 billion yuan, driven by AI and cloud businesses, strict pandemic-related controls in China caused the company's online marketing revenue to drop 6% to 18.1 billion yuan in the reported quarter. ""2022 was a challenging year ... in 2023, we believe we have a clear path to re-accelerate our revenue growth, and we are now well positioned to make use of the opportunities that China's economic recovery offers us,"" Baidu's Chief Executive Officer Robin Li said. A logo of Baidu is seen during the World Internet Conference (WIC) in Wuzhen, Zhejiang province, China, November 23, 2020. REUTERS/Aly Song The company's research and development expenses for the whole of 2022 were 23.3 billion yuan, an equivalent of 18.8% of revenue, as it plans to integrate its hotly anticipated, ChatGPT-like Ernie Bot into Baidu's mainstream businesses, including search engine, cloud and smart cars. Baidu's AI-driven chatbot, seen by many as being at the forefront of China’s efforts to develop a rival to the platform developed by OpenAI and backed by Microsoft Corp (MSFT.O), will complete internal testing in March. ""The Chinese AI market is on the verge of experiencing an explosive growth in demand, releasing unprecedented and exponential commercial value,"" Li said. He added that the developers of Ernie Bot were sparing no effort to ensure the chatbot was made available as early as possible. Li also said during a conference call that Ernie Bot would be first embedded in Baidu's search engine and that its Chinese-language capabilities were state of the art. ""The generative large-language model we are working on right now will be more suitable in Chinese language and to the China market than models developed overseas,"" Li said. ($1 = 6.8963 Chinese yuan renminbi)",2/22,,,0.4324796498,0.4313463867,0.1361740083,0.001133263111
ChatGPT launches boom in AI-written e-books on Amazon,https://www.reuters.com/technology/chatgpt-launches-boom-ai-written-e-books-amazon-2023-02-21/,"Until recently, Brett Schickler never imagined he could be a published author, though he had dreamed about it. But after learning about the ChatGPT artificial intelligence program, Schickler figured an opportunity had landed in his lap. ""The idea of writing a book finally seemed possible,"" said Schickler, a salesman in Rochester, New York. ""I thought 'I can do this.'"" Using the AI software, which can generate blocks of text from simple prompts, Schickler created a 30-page illustrated children’s e-book in a matter of hours, offering it for sale in January through Amazon.com Inc's (AMZN.O) self-publishing unit. In the edition, Sammy the Squirrel, crudely rendered also using AI, learns from his forest friends about saving money after happening upon a gold coin. He crafts an acorn-shaped piggy bank, invests in an acorn trading business and hopes to one day buy an acorn grinding stone. Sammy becomes the wealthiest squirrel in the forest, the envy of his friends and ""the forest started prospering,"" according to the book. ""The Wise Little Squirrel: A Tale of Saving and Investing,"" available in the Amazon Kindle store for $2.99 - or $9.99 for a printed version - has netted Schickler less than $100, he said. While that may not sound like much, it is enough to inspire him to compose other books using the software. ""I could see people making a whole career out of this,"" said Schickler, who used prompts on ChatGPT like ""write a story about a dad teaching his son about financial literacy."" Schickler is on the leading edge of a movement testing the promise and limitations of ChatGPT, which debuted in November and has sent shock waves through Silicon Valley and beyond for its uncanny ability to create cogent blocks of text instantly. There were over 200 e-books in Amazon’s Kindle store as of mid-February listing ChatGPT as an author or co-author, including ""How to Write and Create Content Using ChatGPT,"" ""The Power of Homework"" and poetry collection ""Echoes of the Universe."" And the number is rising daily. There is even a new sub-genre on Amazon: Books about using ChatGPT, written entirely by ChatGPT. But due to the nature of ChatGPT and many authors' failure to disclose they have used it, it is nearly impossible to get a full accounting of how many e-books may be written by AI. The software's emergence has already ruffled some of the biggest technology firms, prompting Alphabet Inc (GOOGL.O) and Microsoft Corp (MSFT.O) to hastily debut new functions in Google and Bing, respectively, that incorporate AI. The rapid consumer adoption of ChatGPT has spurred frenzied activity in tech circles as investors pour money into AI-focused startups and given technology firms new purpose amid the gloom of massive layoffs. Microsoft, for one, received fawning coverage this month over its otherwise moribund Bing search engine after demonstrating an integration with ChatGPT. But already there are concerns over authenticity, because ChatGPT learns how to write by scanning millions of pages of existing text. An experiment with AI by CNET resulted in multiple corrections and apparent plagiarism before the tech news site suspended its use. THREAT TO 'REAL' AUTHORS? Now ChatGPT appears ready to upend the staid book industry as would-be novelists and self-help gurus looking to make a quick buck are turning to the software to help create bot-made e-books and publish them through Amazon’s Kindle Direct Publishing arm. Illustrated children’s books are a favorite for such first-time authors. On YouTube, TikTok and Reddit hundreds of tutorials have spring up, demonstrating how to make a book in just a few hours. Subjects include get-rich-quick schemes, dieting advice, software coding tips and recipes. “This is something we really need to be worried about, these books will flood the market and a lot of authors are going to be out of work,” said Mary Rasenberger, executive director of writers’ group the Authors Guild. Ghostwriting - by humans - has a long tradition, she said, but the ability to automate through AI could turn book writing from a craft into a commodity. “There needs to be transparency from the authors and the platforms about how these books are created or you’re going to end up with a lot of low-quality books,” she said. One author, who goes by Frank White, showed in a YouTube video how in less than a day he created a 119-page novella called “Galactic Pimp: Vol. 1” about alien factions in a far-off galaxy warring over a human-staffed brothel. The book can be had for just $1 on Amazon’s Kindle e-book store. In the video, White says anyone with the wherewithal and time could create 300 such books a year, all using AI. Many authors, like White, feel no duty to disclose in the Kindle store that their great American novel was written wholesale by a computer, in part because Amazon’s policies do not require it. When asked for comment by Reuters, Amazon did not address whether it had plans to change or review its Kindle store policies around authors’ use of AI or other automated writing tools. “All books in the store must adhere to our content guidelines, including by complying with intellectual property rights and all other applicable laws,” Amazon spokeswoman Lindsay Hamilton said via email. A spokeswoman for ChatGPT developer OpenAI declined to comment. FROM CONCEPTION TO PUBLICATION IN JUST HOURS Amazon is by far the largest seller of both physical and e-books, commanding well over half of sales in the United States and, by some estimates, over 80% of the e-book market. Its Kindle Direct Publishing service has spawned a cottage industry of self-published novelists, carving out particular niches for enthusiasts of erotic content and self-help books. Amazon created Kindle Direct Publishing in 2007 to allow anyone to sell and market a book from their couch without the hassle or expense of seeking out literary agents or publishing houses. Generally, Amazon allows authors to publish instantly through the unit without any oversight, splitting whatever proceeds they generate. That has attracted new AI-assisted authors like Kamil Banc, whose primary job is selling fragrances online, who bet his wife he could make a book from conception to publication in less than one day. Using ChatGPT, an AI image creator and prompts like ""write a bedtime story about a pink dolphin that teaches children how to be honest,"" Banc published an illustrated 27-page book in December. Available on Amazon, ""Bedtime Stories: Short and Sweet, For a Good Night’s Sleep"" took Banc about four hours to create, he said. Consumer interest so far has been admittedly sleepy: Banc said sales have totaled about a dozen copies. But readers rated it worthy of five stars, including one who praised its ""wonderful and memorable characters."" Banc has since published two more AI-generated books, including an adult coloring book, with more in the works. ""It actually is really simple,"" he said. ""I was surprised at how fast it went from concept to publishing."" Not everyone is blown away by the software. Mark Dawson, who has reportedly sold millions of copies of books he wrote himself through Kindle Direct Publishing, was quick to call ChatGPT-assisted novels ""dull"" in an email to Reuters. ""Merit plays a part in how books are recommended to other readers. If a book gets bad reviews because the writing is dull then it’s quickly going to sink to the bottom.""",2/21,,Greg Bensinger,0.5766019225,0.3057410419,0.1176570579,0.2708608806
China Fudan University team apologises after ChatGPT-style platform crashes hours after launch,https://www.reuters.com/technology/china-fudan-university-team-apologises-after-chatgpt-style-platform-crashes-2023-02-21/,"A team from China's Fudan University apologised on Tuesday after a ChatGPT-like chatbot platform they developed crashed hours after it launched to the public, due to a sudden surge of traffic. The team's announcement on Monday of the platform they called MOSS instantly went viral on Chinese social media, generating tens of millions of hits on China's Twitter-like Weibo. State media described it as the first Chinese rival to OpenAI's hit ChatGPT platform. But MOSS, which bears the same name as a superintelligent quantum computer in Chinese sci-fi blockbuster ""Wandering Earth 2"", crashed soon after and by Tuesday the team said it would no longer be open to the public. The launch of MOSS and the public response to it underlines the fervour for generative AI and ChatGPT in China and the challenges its domestic industry faces, as several of China's top universities and tech companies race to produce a Chinese version of the Microsoft-backed (MSFT.O) chatbot. While the Fudan University team had on Monday initially described MOSS as a conversational language model like ChatGPT, on Tuesday they played down the comparison, saying they had much to improve. ""MOSS is still a very immature model, it is still has a long way to go before reaching ChatGPT. An academic research lab like us is unable to produce a model whose ability nears ChatGPT,"" a statement published on its website said. ""Our computing resources were not enough to support such large traffic and as an academic group we do not have sufficient engineering experience, creating a very bad experience and first impression on everyone, and we hereby express our heartfelt apologies to everyone."" ChatGPT, the fastest-growing consumer application in history, has also crashed several times due to heavy traffic. While few users were able to share their experiences of the platform before the crash, a journalist from the Shanghai Observer shared a detailed account of an interaction with MOSS and said that the chatbot's English was better than its Chinese. The team's leader, Qiu Xipeng, a professor at Fudan's School of Computer Science, told the Shanghai Observer on Monday that the main gap between MOSS and ChatGPT was that the number of parameters put into MOSS' language training was an order of magnitude smaller than ChatGPT. Qiu did not immediately respond to a request for further comment.",2/21,,Eduardo Baptista,0.08034384251,0.8359073997,0.08374872804,-0.7555635571
Microsoft-backed OpenAI to let users customize ChatGPT,https://www.reuters.com/technology/microsoft-backed-openai-let-users-customize-chatgpt-2023-02-17/,"OpenAI, the startup behind ChatGPT, on Thursday said it is developing an upgrade to its viral chatbot that users can customize, as it works to address concerns about bias in artificial intelligence. The San Francisco-based startup, which Microsoft Corp (MSFT.O) has funded and used to power its latest technology, said it has worked to mitigate political and other biases but also wanted to accommodate more diverse views. “This will mean allowing system outputs that other people (ourselves included) may strongly disagree with,” it said in a blog post, offering customization as a way forward. Still, there will “always be some bounds on system behavior.” ChatGPT, released in November last year, has sparked frenzied interest in the technology behind it called generative AI, which is used to produce answers mimicking human speech that have dazzled people. The news from the startup comes the same week that some media outlets have pointed out that answers from Microsoft’s new Bing search engine, powered by OpenAI, are potentially dangerous and that the technology may not be ready for prime time. How technology companies set guardrails for this nascent technology is a key focus area for companies in the generative AI space with which they’re still wrestling. Microsoft said Wednesday that user feedback was helping it improve Bing before a wider rollout, learning for instance that its AI chatbot can be “provoked” to give responses it did not intend. OpenAI said in the blog post that ChatGPT’s answers are first trained on large text datasets available on the Internet. As a second step, humans review a smaller dataset, and are given guidelines for what to do in different situations. For example, in the case that a user requests content that is adult, violent, or contains hate speech, the human reviewer should direct ChatGPT to answer with something like “I can’t answer that.” If asked about a controversial topic, the reviewers should allow ChatGPT to answer the question, but offer to describe viewpoints of people and movements, instead of trying to “take the correct viewpoint on these complex topics,” the company explained in an excerpt of its guidelines for the software.",2/16,,,0.08082184941,0.8220967054,0.09708147496,-0.741274856
OpenAI-backed startup brings chatbot technology to first major law firm,https://www.reuters.com/legal/transactional/openai-backed-startup-brings-chatbot-technology-first-major-law-firm-2023-02-15/,"Harvey AI, an artificial intelligence startup backed by an OpenAI-managed investment fund, has partnered with one of the world's largest law firms to automate some legal document drafting and research in what the company says could be the first of more such deals. London-founded law firm Allen & Overy said Wednesday that more than 3,500 of its lawyers have already tested Harvey, which is adapted from OpenAI's GPT software. Harvey received a $5 million investment last year in a funding round led by the OpenAI Startup Fund. OpenAI's ChatGPT service has sparked frenzied interest in technology called generative AI that uses a range of inputs to create new content. Several legal technology companies in recent months have rolled out new tools that incorporate generative AI, including for drafting and reviewing contracts. ""I think over time it will be a serious competitive disadvantage"" for law firms that do not adopt generative AI, said David Wakeling, an Allen & Overy partner who heads its markets innovation group. ""We're seeing it as a way of saving our people a couple hours a week-plus"" on the time it takes to perform client work, he said about the firm's deal with Harvey. He said the technology serves as a starting point and a human lawyer will always check any AI-assisted work. Allen & Overy and Harvey, which was founded last year, declined to disclose financial terms of the deal. Harvey is designed to create tailored generative AI-driven products for different law firms and specific client matters, according to its founders, Gabriel Pereyra and Winston Weinberg. Allen & Overy is the first law firm to partner with Harvey, but the company is starting to work with other big law firms to develop custom tools, said Pereyra, a former research scientist at companies including Meta Platforms Inc and Alphabet Inc-owned DeepMind Technologies Ltd. He declined to disclose the firms. Weinberg, who was previously an associate at U.S. law firm O'Melveny & Myers, said the repetition and text-based learning involved in legal work makes it a good match for technology like Harvey's.",2/16,,,0.3062086105,0.4862339795,0.2075574547,-0.1800253689
"From state media to a Shaolin temple, Baidu's ChatGPT-style bot sees partner rush",https://www.reuters.com/technology/state-media-shaolin-temple-baidus-chatgpt-style-bot-sees-partner-rush-2023-02-14/,"Chinese organisations, from state media to a Shaolin temple, said on Tuesday they have signed partnerships with Baidu's ChatGPT-style project, ahead of an expected launch next month. The Chinese search engine giant (9888.HK) last week announced that it would complete internal testing of its “Ernie Bot"" in March. It is a large artificial intelligence (AI) powered language model that seeks to rival Microsoft-backed OpenAI’s hit chatbot. China's Shaolin Temple, the cradle of Chinese kung fu, said in a statement it would work with Baidu to integrate Ernie into its operations with the purpose of creating an AI-driven content environment. Over a dozen Chinese media outlets also said they had entered tie-ups with Baidu, including the state-owned Shanghai Securities Journal. The journal said that it would use the chatbot to increase its competitiveness and lead an ""upgrade"" in the financial media industry. Baidu's banking joint venture with CITIC (601998.SS), as well as its electric vehicle arm Jidu Auto, also said on Tuesday they would integrate Ernie into their operations. A Baidu spokesperson did not immediately respond to a request for comment. The stream of announcements highlights the growing enthusiasm for generative AI in China, after ChatGPT became the fastest-growing consumer application in history, raising awareness in China about how advanced the U.S.’ AI efforts are. Many other Chinese tech companies, big and small, have said they are working on their own ChatGPT products, including Alibaba Group (9988.HK) and JD.com (9618.HK).",2/14,,,0.5672306418,0.2687911093,0.163978219,0.2984395325
Beijing to support key firms in building ChatGPT-like AI models,https://www.reuters.com/technology/beijing-city-will-support-key-firms-build-chatgpt-like-ai-models-2023-02-13/,"China's capital Beijing will support leading enterprises in building large artificial intelligence (AI) models that can challenge ChatGPT, the city's economy and information technology bureau said on Monday. The city will support key firms to invest in building an open source framework and accelerate the supply of basic data, it said in a statement. The bureau also said that 1,048 core AI companies, or 29% of the country's total, were located in Beijing as of October last year, and that it would look into ways to cultivate talent and conduct research in areas such as ethical governance. Microsoft-backed OpenAI's hit chatbot ChatGPT has become the fastest-growing consumer application in history and is rapidly raising awareness in China about how advanced U.S. AI is. While residents in the country are unable to create OpenAI accounts to access the artificial intelligence-powered (AI) chatbot, firms are rushing to integrate the technology into their products and Chinese tech giants such as Baidu (9888.HK) and Alibaba Group (9988.HK) are gearing up to launch rival services. Chinese regulators have not commented on ChatGPT so far, though state media has warned about stock market risks amid a frenzy over local ChatGPT-concept stocks.",2/13,,,0.4121305645,0.3818343878,0.2060350925,0.03029617667
"As ChatGPT's popularity explodes, U.S. lawmakers take an interest",https://www.reuters.com/technology/chatgpts-popularity-explodes-us-lawmakers-take-an-interest-2023-02-13/,"ChatGPT, a fast-growing artificial intelligence program, has drawn praise for its ability to write answers quickly to a wide range of queries, and attracted U.S. lawmakers' attention with questions about its impact on national security and education. ChatGPT was estimated to have reached 100 million monthly active users just two months after launch, making it the fastest-growing consumer application in history, and a growing target for regulation. It was created by OpenAI, a private company backed by Microsoft Corp (MSFT.O), and made available to the public for free. Its ubiquity has generated fear that generative AI such as ChatGPT could be used to spread disinformation, while educators worry it will be used by students to cheat. Representative Ted Lieu, a Democrat on the House of Representatives Science Committee, said in a recent opinion piece in the New York Times that he was excited about AI and the ""incredible ways it will continue to advance society,"" but also ""freaked out by A.I., specifically A.I. that is left unchecked and unregulated."" Lieu introduced a resolution written by ChatGPT that said Congress should focus on AI ""to ensure that the development and deployment of AI is done in a way that is safe, ethical, and respects the rights and privacy of all Americans, and that the benefits of AI are widely distributed and the risks are minimized."" In January, OpenAI CEO Sam Altman went to Capitol Hill where he met with tech-oriented lawmakers such as Senators Mark Warner, Ron Wyden and Richard Blumenthal and Representative Jake Auchincloss, according to aides to the Democratic lawmakers. An aide to Wyden said the lawmaker pressed Altman on the need to make sure AI did not include biases that would lead to discrimination in the real world, like housing or jobs. ""While Senator Wyden believes AI has tremendous potential to speed up innovation and research, he is laser-focused on ensuring automated systems don't automate discrimination in the process,"" said Keith Chu, an aide to Wyden. A keyboard is seen reflected on a computer screen displaying the website of ChatGPT, an AI chatbot from OpenAI, in this illustration picture taken February 8, 2023. REUTERS/Florence Lo/Illustration A second congressional aide described the discussions as focusing on the speed of changes in AI and how it could be used. Prompted by worries about plagiarism, ChatGPT has already been banned in schools in New York and Seattle, according to media reports. One congressional aide said the concern they were hearing from constituents came mainly from educators focused on cheating. OpenAI said in a statement: ""We don't want ChatGPT to be used for misleading purposes in schools or anywhere else, so we're already developing mitigations to help anyone identify text generated by that system."" In an interview with Time, Mira Murati, OpenAI's chief technology officer, said the company welcomed input, including from regulators and governments. ""It's not too early (for regulators to get involved),"" she said. Andrew Burt, managing partner of BNH.AI, a law firm focused on AI liability, pointed to the national security concerns, adding that he has spoken with lawmakers who are studying whether to regulate ChatGPT and similar AI systems such as Google's Bard, though he said he could not disclose their names. ""The whole value proposition of these types of AI systems is that they can generate content at scales and speeds that humans simply can't,"" he said. ""I would expect malicious actors, non-state actors and state actors that have interests that are adversarial to the United States to be using these systems to generate information that could be wrong or could be harmful."" ChatGPT itself, when asked how it should be regulated, demurred and said: ""As a neutral AI language model, I don't have a stance on specific laws that may or may not be enacted to regulate AI systems like me."" But it then went on to list potential areas of focus for regulators, such as data privacy, bias and fairness, and transparency in how answers are written.",2/13,,,0.4456020296,0.4342135489,0.1201843917,0.01138848066
ChatGPT frenzy sweeps China as firms scramble for home-grown options,https://www.reuters.com/technology/chatgpt-frenzy-sweeps-china-firms-scramble-home-grown-options-2023-02-10/,"Microsoft-backed OpenAI has kept its hit ChatGPT app off-limits to users in China, but the app is attracting huge interest in the country, with firms rushing to integrate the technology into their products and launch rival solutions. While residents in the country are unable to create OpenAI accounts to access the artificial intelligence-powered (AI) chatbot, virtual private networks and foreign phone numbers are helping some bypass those restrictions. At the same time, the OpenAI models behind the ChatGPT programme, which can write essays, recipes and complex computer code, are relatively accessible in China and increasingly being incorporated into Chinese consumer technology applications from social networks to online shopping. The tool's surging popularity is rapidly raising awareness in China about how advanced U.S. AI is and, according to analysts, just how far behind tech firms in the world's second-largest economy are as they scramble to catch up. ""There is huge excitement around ChatGPT. Unlike the metaverse which faces huge difficulty in finding real-life application, ChatGPT has suddenly helped us achieve human-computer interaction,"" said Ding Daoshi, an independent internet analyst and former director of Beijing-based consultancy Sootoo. ""The changes it will bring about are more immediate, more direct and way quicker."" OpenAI or ChatGPT itself is not blocked by Chinese authorities but OpenAI does not allow users in mainland China, Hong Kong, Iran, Russia and parts of Africa to sign up. OpenAI told Reuters it is working to make its services more widely available. “While we would like to make our technology available everywhere, conditions in certain countries make it difficult or impossible for us to do so in a way that is consistent with our mission,"" the San Francisco-based firm said in an emailed statement. ""We are currently working to increase the number of locations where we can provide safe and beneficial access to our tools."" In December, Tencent Holdings' (0700.HK) WeChat, China's biggest messaging app, shut several ChatGPT-related programmes that had appeared on the network, according to local media reports, but they have continued to spring up. Dozens of bots rigged to ChatGPT technology have emerged on WeChat, with hobbyists using it to make programmes or automated accounts that can interact with users. At least one account charges users a fee of 9.99 yuan ($1.47) to ask 20 questions. Tencent did not respond to Reuters' request for comments. ChatGPT supports Chinese language interaction and is highly capable of conversing in Chinese, which has helped drive its unofficial adoption in the country. Chinese firms also use proxy tools or existing partnerships with Microsoft, which is investing billions of dollars in its OpenAI, to access tools that allow them to embed AI technology into their products. Shenzhen-based Proximai in December introduced a virtual character into its 3D game-like social app who used ChatGPT's underlying tech to converse. Beijing-based entertainment software company Kunlun Tech plans to incorporate ChatGPT in its web browser Opera. SleekFlow, a Tiger Global-backed startup in Hong Kong, said it was integrating the AI into its customer relations messaging tools. ""We have clients all over the world,"" Henson Tsai, SleekFlow's founder said. ""Among other things, ChatGPT does excellent translations, sometimes better than other solutions available on the market."" CENSORSHIP Reuters' tests of ChatGPT indicate that the chatbot is not averse to questions that would be sensitive in mainland China. Asked for its thoughts on Chinese President Xi Jinping, for instance, it responded it does not have personal opinions and presented a range of views. But some of its proxy bots on WeChat have blacklisted such terms, according to other Reuters checks, complying with China's heavy censorship of its cyberspace. When asked the same question about Xi on one ChatGPT proxy bot, it responded by saying that the conversation violated rules. To comply with Chinese rules, Proximai's founder Will Duan said his platform would filter information presented to users during their interaction with ChatGPT. Chinese regulators, which last year introduced rules to strengthen governance of ""deepfake"" technology, have not commented on ChatGPT, however, state media this week warned about stock market risks amid a frenzy over local ChatGPT-concept stocks. The Cyberspace Administration of China, the internet regulator, did not respond to Reuters' request for comment. ""With the regulations released last year, the Chinese government is saying: we already see this technology coming and we want to be ahead of the curve,"" said Rogier Creemers, an assistant professor at Leiden University. ""I fully expect the great majority of the AI-generated content to be non-political."" CHINESE RIVALS Joining the buzz have been some of the country's largest tech giants such as Baidu (9888.HK) and Alibaba (9988.HK) who gave updates this week on AI models they have been working on, prompting their shares to zoom. Baidu said this week it would complete internal testing of its ""Ernie Bot"" in March, a big AI model the search firm has been working on since 2019. On Wednesday, Alibaba said that its research institute Damo Academy was also testing a ChatGPT-style tool. Duan, whose company has been using a Baidu AI chatbot named Plato for natural language processing, said ChatGPT was at least a generation more powerful than China's current NLP solutions, though it was weaker in some areas, such as understanding conversation context. Baidu did not reply to Reuters' request for comments. Access to OpenAI's GPT-3, or Generative Pre-trained Transformer, was first launched in 2020, an update of which is the backbone of ChatGPT. Duan said potential long-term compliance risks mean Chinese companies would most likely replace ChatGPT with a local alternative, if they could match the U.S.-developed product's functionality. ""So we actually hope that there can be alternative solutions in China which we can directly use... it may handle Chinese even better, and it can also better comply with regulations,"" he said. ($1 = 6.7875 Chinese yuan)",2/13,,,0.3428818882,0.4718065262,0.1853115857,-0.128924638
